Employee Identification;FirstName;LastName;Starting Day at the Company;Last Day at the Company;Company Internal Title;Employee Reports to;ADEmail;Company Department;Active or Inactive?;EmployeeType;PayZone;EmployeeClassificationType;TerminationType;TerminationDescription;DepartmentType;Division;DOB;State;JobFunctionDescription;GenderCode;LocationCode;MaritalDesc;Performance Score;Current Employee Rating;Annual Gross Fixed Salary (USD)
3 524;Emmanuel;Franklin;2021-07-26;2022-05-04;Area Sales Manager;Adam Gibson;emmanuel.franklin@bilearner.com;EW;Future Start;Contract;Zone B;Full-Time;Resignation;Inside week also so.;Sales;Field Operations;1999-11-11;TX;Laborer;Male;6 074;Divorced;Fully Meets;2;58612
3 525;Clayton;Mccormick;2022-07-03;2023-01-10;Area Sales Manager;Stephanie Duke;clayton.mccormick@bilearner.com;MSC;Future Start;Contract;Zone B;Temporary;Retirement;Surface vote old picture.;Sales;General - Con;1967-01-29;TX;Foreman;Male;72 264;Single;Fully Meets;2;75003
3 526;Darius;Krause;2022-09-15;;Area Sales Manager;Paige Flores MD;darius.krause@bilearner.com;NEL;Active;Full-Time;Zone B;Full-Time;Unk;;Sales;General - Con;1948-05-30;TX;Foreman;Male;28 282;Widowed;Fully Meets;4;69291
3 527;Ahmed;Hawkins;2020-05-01;2021-02-25;Area Sales Manager;Hannah Snyder;ahmed.hawkins@bilearner.com;PL;Active;Full-Time;Zone B;Temporary;Retirement;Especially thing recognize year fine shoulder.;Sales;Aerial;1974-10-15;CO;Lineman;Male;46 645;Married;Fully Meets;1;79934
3 528;Kymani;Benjamin;2022-10-13;;Area Sales Manager;William Ayala;kymani.benjamin@bilearner.com;PYZ;Active;Full-Time;Zone C;Part-Time;Unk;;Sales;Fin & Acc;1991-12-13;CO;Accounting;Male;10 790;Widowed;Fully Meets;2;71322
3 529;Callum;Mcdaniel;2020-01-03;2020-08-24;Area Sales Manager;Samuel Moore;callum.mcdaniel@bilearner.com;SVG;Active;Part-Time;Zone C;Full-Time;Voluntary;Camera spring color about energy provide claim.;Sales;Field Operations;1994-06-18;IN;Top Hand;Male;67 282;Single;Fully Meets;2;56811
3 530;Zariah;Black;2019-11-13;;Area Sales Manager;Jenna Weaver;zariah.black@bilearner.com;TNS;Active;Full-Time;Zone B;Part-Time;Unk;;Sales;Field Operations;1993-06-16;CA;Tower Hand;Female;62 321;Widowed;Fully Meets;2;70517
3 531;Ronnie;Mayer;2023-06-17;;Area Sales Manager;Dylan Blake;ronnie.mayer@bilearner.com;WBL;Active;Full-Time;Zone C;Full-Time;Unk;;Sales;Project Management - Con;1943-05-18;CA;Project Manager;Male;18 409;Divorced;Fully Meets;1;71708
3 532;Marlon;Ford;2021-10-14;;Area Sales Manager;Monique Anderson;marlon.ford@bilearner.com;EW;Active;Part-Time;Zone B;Full-Time;Unk;;IT/IS;Wireless;1966-11-27;OR;Technician;Female;40 306;Widowed;Fully Meets;1;78317
3 533;Slade;Griffith;2021-06-01;2023-07-16;Area Sales Manager;Kelsey Gibson;slade.griffith@bilearner.com;MSC;Active;Contract;Zone B;Full-Time;Voluntary;Pass language out side age evidence.;Sales;General - Sga;1966-11-12;ND;Administrator;Male;65 183;Married;Fully Meets;2;58872
3 534;Lee;Frye;2018-09-14;;Area Sales Manager;Sonia Diaz;lee.frye@bilearner.com;TNS;Active;Full-Time;Zone A;Full-Time;Unk;;Sales;Eng;1959-08-16;KY;Engineer;Female;97 002;Single;Fully Meets;4;111727
3 535;Veronica;Rowe;2018-12-11;2022-06-02;Area Sales Manager;Brian Morton;veronica.rowe@bilearner.com;PYZ;Active;Full-Time;Zone A;Temporary;Retirement;Popular west moment natural step activity.;Sales;Fielders;1994-02-02;KY;Engineer;Female;29 811;Single;Fully Meets;4;77573
3 536;Aylin;Berg;2022-08-06;;Area Sales Manager;Thomas Holmes;aylin.berg@bilearner.com;WBL;Active;Contract;Zone C;Temporary;Unk;;Sales;General - Sga;1989-01-02;GA;Administrative;Female;89 169;Single;Fully Meets;2;78876
3 537;Neveah;Rowe;2022-05-28;2023-02-24;Area Sales Manager;Dawn Perez;neveah.rowe@bilearner.com;NEL;Future Start;Contract;Zone C;Part-Time;Retirement;Manager lead both sing.;Sales;Field Ops;1954-07-11;TX;Foreman;Male;63 882;Married;Fully Meets;2;78892
3 538;Keith;Baxter;2019-06-16;2022-03-05;Area Sales Manager;Diane Parker;keith.baxter@bilearner.com;PL;Future Start;Part-Time;Zone C;Part-Time;Resignation;And after why station much cell low.;Sales;Fielders;1959-08-29;TX;Engineer;Male;62 328;Widowed;Fully Meets;2;69781
3 539;Chaz;Bruce;2019-12-08;;Area Sales Manager;John Johnson;chaz.bruce@bilearner.com;BPC;Active;Full-Time;Zone C;Temporary;Unk;;Sales;General - Con;1983-11-27;CO;Foreman;Male;74 448;Single;Fully Meets;5;60021
3 540;Maya;Mccann;2020-03-12;2022-10-09;Area Sales Manager;Dakota Robinson;maya.mccann@bilearner.com;CCDR;Active;Full-Time;Zone B;Part-Time;Retirement;American rule surface very figure.;Sales;Splicing;1983-06-09;CO;Supervisor;Male;18 721;Widowed;Exceeds;4;72478
3 541;Aaron;Weber;2020-04-06;2023-07-24;Area Sales Manager;Melanie Garcia;aaron.weber@bilearner.com;SVG;Active;Full-Time;Zone B;Full-Time;Involuntary;Read stand western white article campaign dog.;Sales;Field Operations;1991-10-27;IN;Technician;Male;78 938;Married;Exceeds;2;66833
3 542;Ellie;Gill;2023-04-15;;Area Sales Manager;Amanda Knight;ellie.gill@bilearner.com;EW;Active;Contract;Zone A;Temporary;Unk;;Sales;Field Ops;1948-03-01;IN;Manager;Male;45 456;Married;Needs Improvement;1;74248
3 543;Rayne;Kerr;2020-11-10;;Area Sales Manager;Kimberly Cardenas;rayne.kerr@bilearner.com;MSC;Active;Part-Time;Zone A;Temporary;Unk;;Sales;General - Con;1981-02-18;CA;Laborer;Female;45 509;Single;Fully Meets;2;74884
3 544;Samara;Mcbride;2023-06-29;2023-07-09;Area Sales Manager;Laura Salinas;samara.mcbride@bilearner.com;TNS;Active;Contract;Zone A;Temporary;Retirement;Political likely land country.;Sales;Aerial;2000-09-16;CA;Foreman;Male;13 902;Single;Fully Meets;2;77755
3 545;Ryann;Rubio;2022-03-07;;Area Sales Manager;Andres Jones;ryann.rubio@bilearner.com;EW;Active;Full-Time;Zone C;Temporary;Unk;;IT/IS;Field Operations;1943-01-28;OR;Locator;Female;9 733;Widowed;Fully Meets;1;69320
3 546;Paris;Carr;2021-07-31;2023-01-27;Area Sales Manager;Jeffrey Huffman;paris.carr@bilearner.com;CCDR;Active;Full-Time;Zone B;Part-Time;Voluntary;Baby million million soldier.;Sales;General - Con;1980-07-14;ND;Foreman;Male;35 786;Widowed;Exceeds;1;54644
3 547;Adriel;Wiggins;2022-01-20;;Area Sales Manager;Sara Edwards;adriel.wiggins@bilearner.com;BPC;Active;Contract;Zone B;Full-Time;Unk;;Sales;Project Management - Eng;1947-03-25;KY;Supervisor;Female;1 919;Married;Needs Improvement;2;75840
3 548;Sanaa;Glass;2021-07-11;2022-10-10;Area Sales Manager;Stephen Garcia;sanaa.glass@bilearner.com;WBL;Active;Part-Time;Zone A;Full-Time;Resignation;Bit reveal forget the.;Sales;General - Con;1964-01-25;KY;Technician;Female;40 135;Single;Fully Meets;1;61360
3 549;Ryan;Lynch;2018-10-15;2020-10-18;Area Sales Manager;Tracy Castro MD;ryan.lynch@bilearner.com;TNS;Active;Full-Time;Zone C;Full-Time;Retirement;Fact southern recognize themselves type mean.;Sales;Field Operations;1955-03-17;GA;Technician;Female;72 975;Divorced;Fully Meets;2;66374
3 550;Charlie;Atkinson;2021-11-26;2022-10-14;Area Sales Manager;Jennifer Hicks;charlie.atkinson@bilearner.com;SVG;Future Start;Part-Time;Zone C;Temporary;Resignation;Will person decade Republican.;Sales;WIRELINE CONSTRUCTION;1988-03-26;TX;Billing;Male;57 754;Divorced;Fully Meets;1;76800
3 551;Emery;Roach;2018-08-11;;Area Sales Manager;Victoria Bailey;emery.roach@bilearner.com;PYZ;Active;Part-Time;Zone C;Part-Time;Unk;;Sales;Eng;1954-07-04;TX;Engineer;Male;81 142;Married;Needs Improvement;4;91276
3 552;Harper;Ramos;2020-02-16;2020-06-03;Area Sales Manager;Maria Chan;harper.ramos@bilearner.com;PL;Active;Full-Time;Zone B;Full-Time;Retirement;Stand possible truth bank on meet daughter.;Sales;Field Ops;1942-08-11;CO;Foreman;Male;28 714;Single;Needs Improvement;1;78041
3 553;Khalil;Mendez;2020-01-20;;Area Sales Manager;Regina Martinez;khalil.mendez@bilearner.com;NEL;Active;Contract;Zone C;Temporary;Unk;;Sales;Field Operations;1949-05-07;CO;Foreman;Male;50 379;Divorced;Fully Meets;4;59063
3 554;Lizeth;Holland;2019-03-31;;Area Sales Manager;Tonya Martin;lizeth.holland@bilearner.com;MSC;Active;Part-Time;Zone C;Temporary;Unk;;Sales;People Services;1958-10-14;IN;Cpo;Male;78 385;Widowed;Fully Meets;1;60427
3 555;Matilda;Randall;2023-01-06;2023-05-07;Area Sales Manager;Daniel Wolf;matilda.randall@bilearner.com;EW;Active;Full-Time;Zone C;Temporary;Resignation;Choose list of all nor stock.;Sales;General - Eng;1988-01-11;IN;Drafter;Female;48 104;Widowed;Fully Meets;4;59161
3 556;Damien;Howe;2019-07-18;2020-01-15;Area Sales Manager;Sarah Petersen;damien.howe@bilearner.com;CCDR;Active;Full-Time;Zone B;Temporary;Retirement;Community material much behind.;Sales;Wireline Construction;1961-06-16;CA;Vp;Male;86 009;Single;Exceeds;2;76161
3 557;Nicholas;Obrien;2019-02-13;;Area Sales Manager;Victoria Christian DDS;nicholas.obrien@bilearner.com;BPC;Active;Part-Time;Zone C;Temporary;Unk;;Sales;Field Ops;1960-06-06;MA;Operator;Male;68 837;Single;Fully Meets;2;66322
3 558;Mildred;Gentry;2018-12-30;;Production Technician I;Erin Moore;mildred.gentry@bilearner.com;MSC;Active;Part-Time;Zone A;Part-Time;Unk;;Production       ;Yard (Material Handling);1959-06-04;MA;Manager;Female;2 145;Single;Fully Meets;1;78289
3 559;Wilson K;Adinolfi;2019-11-06;2020-09-06;Production Technician I;Andrea Gutierrez;wilson k.adinolfi@bilearner.com;NEL;Active;Part-Time;Zone C;Full-Time;Retirement;Age approach seek person across yes care.;Production       ;Field Operations;1991-11-18;MA;Assistant;Male;1 960;Single;Fully Meets;2;63640
3 560;Joanne;Handschiegl;2022-06-01;;Production Technician I;Wanda Ross DDS;joanne.handschiegl@bilearner.com;MSC;Active;Contract;Zone C;Full-Time;Unk;;Production       ;Field Ops;1954-02-18;MA;Technician;Female;2 127;Divorced;Exceeds;4;58810
3 561;Dianna;Blount;2023-03-28;;Production Technician II;Steven King;dianna.blount@bilearner.com;BPC;Active;Part-Time;Zone C;Temporary;Unk;;Production       ;General - Con;1959-01-31;MA;Technician;Female;2 171;Married;Fully Meets;5;57594
3 562;Jean;Crimmings;2019-05-21;2023-01-05;Production Technician I;Stephen Rodriguez;jean.crimmings@bilearner.com;CCDR;Future Start;Contract;Zone B;Full-Time;Retirement;Whom summer common produce despite follow.;Production       ;Shop (Fleet);1954-04-09;MA;Manager;Female;1 821;Single;Exceeds;2;57634
3 563;Nore;Sadki;2019-01-01;;Production Tech I;Patricia Carter;nore.sadki@bilearner.com;WBL;Active;Contract;Zone B;Full-Time;Unk;;Production       ;Field Ops;1946-10-15;MA;Driver;Male;2 148;Widowed;PIP;4;54241
3 564;Susan;Lundy;2019-01-26;2020-12-02;Production Technician II;Diana Johnson;susan.lundy@bilearner.com;SVG;Voluntarily Terminated;Full-Time;Zone C;Temporary;Resignation;Week degree party available measure.;Production       ;Aerial;1994-11-07;MA;Lineman;Female;2 122;Divorced;Fully Meets;1;78357
3 565;Kramer;Keatts;2021-09-11;;Production Technician I;Diana Good;kramer.keatts@bilearner.com;WBL;Active;Part-Time;Zone B;Full-Time;Unk;;Production       ;General - Con;1968-05-10;MA;Lineman;Male;1 887;Divorced;Fully Meets;4;57529
3 566;Maliki;Moumanil;2021-09-26;;Production Technician II;Desiree Stephens;maliki.moumanil@bilearner.com;PL;Active;Part-Time;Zone A;Part-Time;Unk;;Production       ;Aerial;1963-10-05;MA;Lineman;Male;1 460;Single;Fully Meets;2;72054
3 567;Nader;Barton;2023-03-04;;Production Tech I;Debra Garcia;nader.barton@bilearner.com;EW;Active;Full-Time;Zone C;Full-Time;Unk;;Production       ;General - Sga;1966-09-02;MA;Technician;Male;2 747;Widowed;Fully Meets;4;71537
3 568;Quinn;Rarrick;2023-07-11;2023-07-29;Production Technician I;Susan Brown;quinn.rarrick@bilearner.com;EW;Voluntarily Terminated;Full-Time;Zone B;Part-Time;Involuntary;Couple really very hear.;Production       ;Field Ops;1974-12-08;MA;Foreman;Male;2 478;Divorced;Fully Meets;2;70856
3 569;Beatrice;Chace;2019-02-09;2020-08-28;Production Tech I;Margaret Hampton;beatrice.chace@bilearner.com;MSC;Active;Part-Time;Zone B;Temporary;Involuntary;Trial little must kitchen recently.;Production       ;Catv;1995-07-19;MA;Supervisor;Female;2 763;Divorced;Fully Meets;2;79981
3 570;Adrienne J;Homberger;2019-04-19;2021-10-26;Production Tech II;Brandon Miller;adrienne j.homberger@bilearner.com;TNS;Voluntarily Terminated;Full-Time;Zone B;Temporary;Voluntary;Change instead determine share far leg ground.;Production       ;Fielders;1974-11-23;MA;Engineer;Female;2 445;Married;Fully Meets;1;70667
3 571;Marilyn;Linares;2022-07-07;2023-07-17;Production Tech I;Dr. Matthew Schmitt;marilyn.linares@bilearner.com;NEL;Voluntarily Terminated;Part-Time;Zone C;Full-Time;Resignation;Heavy throughout program.;Production       ;Field Ops;1947-08-29;MA;Engineer;Female;1 886;Widowed;Fully Meets;4;59736
3 572;Timothy;Sullivan;2019-03-12;2020-05-19;Production Tech I;Shawn Berry;timothy.sullivan@bilearner.com;WBL;Active;Contract;Zone A;Part-Time;Retirement;Where first Mr remember crime.;Production       ;Fielders;1994-06-07;MA;Engineer;Male;2 747;Single;Fully Meets;5;67035
3 573;Jennifer;Medeiros;2020-03-09;2021-10-17;Production Tech I;Brittany Martin;jennifer.medeiros@bilearner.com;NEL;Active;Contract;Zone B;Full-Time;Involuntary;Cup purpose hundred region similar.;Production       ;Field Operations;1983-10-26;MA;Driller;Female;2 346;Divorced;Exceeds;4;56483
3 574;Anna;Von Massenbach;2021-05-18;2022-01-04;Production Tech I;Timothy Weaver;anna.von massenbach@bilearner.com;WBL;Future Start;Contract;Zone B;Full-Time;Involuntary;News quite number answer program.;Production       ;Underground;1951-05-06;MA;Laborer;Female;2 124;Widowed;Fully Meets;1;78919
3 575;George;Johnson;2021-04-28;2022-01-18;Production Technician I;Amanda Smith;george.johnson@bilearner.com;MSC;Voluntarily Terminated;Part-Time;Zone A;Temporary;Resignation;Big large training region.;Production       ;Field Ops;1987-03-05;MA;Groundman;Male;2 445;Single;Exceeds;5;62613
3 576;Angela;Erilus;2021-07-21;2023-04-26;Production Tech II;Marc Cummings;angela.erilus@bilearner.com;PL;Active;Full-Time;Zone B;Full-Time;Voluntary;Reflect off growth mouth have.;Production       ;Eng;1992-04-26;MA;Project Manager;Female;2 133;Single;Exceeds;4;101838
3 577;Miguel;Estremera;2019-09-15;;Production Technician I;James Rodriguez;miguel.estremera@bilearner.com;BPC;Active;Part-Time;Zone C;Temporary;Unk;;Production       ;Field Operations;1957-05-30;MA;Tower Hand;Male;2 129;Widowed;Fully Meets;4;62371
3 578;Clinton;Owad;2019-05-04;;Production Technician I;Elizabeth Sullivan MD;clinton.owad@bilearner.com;WBL;Active;Full-Time;Zone A;Temporary;Unk;;Production       ;Field Ops;1957-05-30;MA;Technician;Male;1 760;Married;Exceeds;2;66543
3 579;Constance;Sloan;2021-05-20;;Production Technician II;Sean Marsh;constance.sloan@bilearner.com;BPC;Active;Full-Time;Zone C;Part-Time;Unk;;Production       ;Field Operations;1946-11-15;MA;Laborer;Female;1 851;Widowed;Needs Improvement;4;61910
3 580;Davion;Sanchez;2019-12-16;;Production Tech I;Kathryn Wilkinson;davion.sanchez@bilearner.com;PYZ;Active;Full-Time;Zone C;Full-Time;Unk;;Production       ;Field Operations;1942-04-21;MA;Foreman;Male;41 016;Married;Fully Meets;4;73815
3 581;Ross;Strickland;2020-11-20;2023-05-01;Production Technician I;Paul Walker;ross.strickland@bilearner.com;SVG;Active;Full-Time;Zone A;Part-Time;Voluntary;Memory high then mind concern carry level life.;Production       ;Wireline Construction;1943-03-08;MA;Foreman;Male;18 389;Divorced;Fully Meets;2;76620
3 582;Augustus;Drake;2020-08-19;2022-05-04;Production Tech I;Elizabeth Robertson;augustus.drake@bilearner.com;TNS;Active;Part-Time;Zone B;Part-Time;Retirement;Other might rise today.;Production       ;Yard (Material Handling);1968-08-09;MA;Laborer;Male;90 676;Widowed;Fully Meets;4;79098
3 583;Gracelyn;Huynh;2021-04-28;2022-04-18;Production Tech I;Tasha Mayer;gracelyn.huynh@bilearner.com;WBL;Active;Full-Time;Zone C;Temporary;Retirement;Others those data before major how.;Production       ;Field Ops;1958-11-20;MA;Construction Manager;Female;16 011;Married;Needs Improvement;4;64648
3 584;Orlando;Armstrong;2020-08-14;;Production Technician I;Chris Walker;orlando.armstrong@bilearner.com;BPC;Active;Contract;Zone C;Full-Time;Unk;;Production       ;Field Ops;1987-11-07;MA;Lineman;Female;2 051;Married;Fully Meets;4;60869
3 585;Edward;Everett;2021-12-22;;Production Technician I;Traci Floyd;edward.everett@bilearner.com;CCDR;Active;Full-Time;Zone A;Full-Time;Unk;;Production       ;Yard (Material Handling);1992-07-16;MA;Laborer;Female;3 074;Divorced;Fully Meets;4;71208
3 586;Jaqueline;Terrell;2019-02-01;2019-02-10;Production Technician I;Veronica Wiley;jaqueline.terrell@bilearner.com;EW;Active;Part-Time;Zone B;Full-Time;Resignation;Identify next game leader.;Production       ;People Services;2000-12-27;MA;Manager;Female;24 711;Single;Fully Meets;2;57904
3 587;Quinn;Mccullough;2021-05-10;2021-12-17;Production Tech I;Katherine Gay;quinn.mccullough@bilearner.com;MSC;Active;Full-Time;Zone B;Temporary;Resignation;Society red to able.;Production       ;General - Eng;1977-12-25;MA;Administrative;Male;74 564;Divorced;Fully Meets;2;59433
3 588;Selena;Greer;2019-06-25;2019-08-15;Production Tech I;Paul Lopez;selena.greer@bilearner.com;NEL;Active;Full-Time;Zone C;Full-Time;Retirement;Everybody no four arrive major ten culture.;Production       ;Shop (Fleet);1972-03-08;MA;Mechanic;Male;14 504;Widowed;Fully Meets;2;63039
3 589;Giovani;Roy;2019-04-25;;Production Technician I;Jay Bush;giovani.roy@bilearner.com;PL;Active;Contract;Zone B;Temporary;Unk;;Production       ;Field Operations;1951-08-02;MA;Laborer;Male;2 683;Single;Fully Meets;1;78672
3 590;Dominik;Mullen;2021-02-25;2022-10-13;Production Tech I;Jessica Allen;dominik.mullen@bilearner.com;PYZ;Future Start;Part-Time;Zone C;Full-Time;Retirement;Country as dream project office.;Production       ;Field Operations;1995-05-31;MA;Laborer;Male;66 167;Widowed;Fully Meets;4;53632
3 591;Abdullah;Ellison;2021-11-23;2023-05-29;Production Technician I;Dr. William Thompson;abdullah.ellison@bilearner.com;SVG;Future Start;Contract;Zone B;Part-Time;Voluntary;Quality decade director.;Production       ;Field Operations;1998-11-14;MA;Supervisor;Female;21 634;Married;Needs Improvement;5;53399
3 592;Andre;Guzman;2021-10-05;2022-06-18;Production Technician I;Mrs. Audrey Gonzalez DDS;andre.guzman@bilearner.com;TNS;Future Start;Contract;Zone B;Full-Time;Voluntary;Particular network available hospital.;Production       ;Field Operations;1998-12-23;MA;Technician;Male;9 454;Single;Fully Meets;3;74916
3 593;Brayden;Malone;2020-05-30;;Production Technician I;Ashley Bradshaw;brayden.malone@bilearner.com;WBL;Active;Contract;Zone A;Full-Time;Unk;;Production       ;General - Con;1949-11-11;MA;Foreman;Male;48 453;Married;Fully Meets;1;64657
3 594;Maribel;Morrison;2018-12-11;;Production Technician I;Ashley Meyer;maribel.morrison@bilearner.com;PYZ;Active;Part-Time;Zone B;Part-Time;Unk;;Production       ;Field Ops;1968-03-14;MA;Technician;Male;72 888;Married;Needs Improvement;1;53619
3 595;Fisher;Stafford;2020-09-22;2022-09-14;Production Technician I;Nicole Delgado;fisher.stafford@bilearner.com;WBL;Active;Contract;Zone A;Temporary;Resignation;Dark meeting play room head join truth involve.;Production       ;Engineers;1952-03-02;MA;Technician;Male;56 703;Divorced;Fully Meets;1;107190
3 596;Kellen;Medina;2019-07-28;;Production Technician I;John Henry;kellen.medina@bilearner.com;NEL;Active;Part-Time;Zone C;Full-Time;Unk;;Production       ;Splicing;1982-07-19;MA;Technician;Male;33 998;Single;Needs Improvement;2;68115
3 597;Brenton;Monroe;2020-06-06;2021-04-14;Production Tech II;Autumn Decker;brenton.monroe@bilearner.com;PYZ;Future Start;Contract;Zone C;Part-Time;Retirement;Democrat themselves deal future early.;Production       ;General - Con;1986-10-31;MA;Foreman;Female;17 650;Single;Fully Meets;1;67532
3 598;Derick;Rocha;2018-09-28;2023-08-05;Production Tech II;Alex Moore;derick.rocha@bilearner.com;SVG;Voluntarily Terminated;Part-Time;Zone A;Full-Time;Resignation;Majority executive plan imagine.;Production       ;Project Management - Eng;1950-10-06;MA;Supervisor;Female;72 750;Married;Needs Improvement;1;74398
3 599;Elaine;Weeks;2020-04-12;;Production Tech II;Dana Smith;elaine.weeks@bilearner.com;TNS;Active;Part-Time;Zone A;Temporary;Unk;;Production       ;General - Con;1950-03-31;MA;Technician;Female;14 044;Divorced;Fully Meets;2;76153
3 600;Marely;Dixon;2022-11-01;;Production Tech II;Bobby Serrano;marely.dixon@bilearner.com;WBL;Active;Contract;Zone B;Temporary;Unk;;Production       ;Field Ops;1949-10-07;MA;Technician;Female;34 810;Single;Fully Meets;2;54095
3 601;Keagan;Henson;2022-11-21;;Production Tech II;Robert Riley;keagan.henson@bilearner.com;BPC;Active;Part-Time;Zone B;Full-Time;Unk;;Production       ;Wireline Construction;1966-07-22;MA;Billing;Female;75 187;Married;Fully Meets;5;58770
3 602;Helena;Davenport;2021-04-11;2023-05-24;Production Technician II;Crystal Mcneil;helena.davenport@bilearner.com;CCDR;Voluntarily Terminated;Full-Time;Zone B;Part-Time;Involuntary;Quality audience deal assume.;Production       ;Engineers;1994-10-12;MA;Engineer;Female;30 766;Married;Fully Meets;5;92206
